指标名称,1年期国债收益率,EURIBOR:6个月,GC001:收盘价,LIBOR:美元:3个月,USDCNH:即期汇率,上证综合指数,中国:CPI:当月同比,中国:M2:同比,中国:PPI:全部工业品:当月同比,中国:SHIBOR:隔夜,中国:iCPI:交通和通信:日环比,中国:iCPI:其他用品和服务:日环比,中国:iCPI:医疗保健:日环比,中国:iCPI:居住:日环比,中国:iCPI:总指数:日环比,中国:iCPI:教育文化和娱乐:日环比,中国:iCPI:生活用品及服务:日环比,中国:iCPI:衣着:日环比,中国:iCPI:食品烟酒:日环比,中国:中间价:美元兑人民币,中国:互联网搜索指数:找工作,中国:互联网搜索指数:招聘,"中国:价格:螺纹钢(HRB400,20mm)",中国:出厂价:石油焦(2#B):武汉石化,中国:出口金额:当月同比,中国:华东:开工率:聚氯乙烯:下游,中国:华北:开工率:聚氯乙烯:下游,中国:华南:开工率:聚氯乙烯:下游,中国:工业增加值:规模以上工业企业:当月同比,中国:开工率:乙二醇(非乙烯法),中国:开工率:产能(100-200万吨):焦化企业(230家),中国:开工率:产能(100-200万吨):焦化企业(230家).1,中国:开工率:产能(<100万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家),中国:开工率:产能(>200万吨):焦化企业(230家).1,中国:开工率:尿素,中国:开工率:汽车轮胎(全钢胎),中国:开工率:汽车轮胎(半钢胎),中国:开工率:甲醇,中国:开工率:电炉,中国:开工率:石油沥青装置,中国:开工率:纯碱,中国:开工率:线材:主要钢厂,中国:开工率:聚氯乙烯,中国:开工率:聚氯乙烯:上游,中国:开工率:聚苯乙烯,中国:开工率:聚苯乙烯泡沫,中国:开工率:苯乙烯,中国:开工率:螺纹钢:主要钢厂,中国:水泥价格指数,"中国:现货价(到岸价):焦煤(峰景矿,A:10.5%,V:21.5%,S:0.61%,G:87,Y:19,Mt:10%,CSR74,澳大利亚产)",中国:社会消费品零售总额:当月同比,中国:社会融资规模:当月值,中国:经销价:汽油(93#IV):成都中石化,中国:进口金额:当月同比,中国出口集装箱运价指数:综合指数,中国进口原油运价指数:综合指数,中国进口干散货运价指数:综合指数,中国进口干散货运价指数:综合指数.1,中国进口集装箱运价指数:综合指数,中国香港:政府债券收益率:3月,中间价:欧元兑人民币,义乌中国小商品指数:五金及电料类:价格指数,义乌中国小商品指数:五金及电料类:出口价格指数,义乌中国小商品指数:体育娱乐用品类:价格指数,义乌中国小商品指数:体育娱乐用品类:出口价格指数,义乌中国小商品指数:出口价格指数,义乌中国小商品指数:场内价格指数,义乌中国小商品指数:场内价格指数.1,义乌中国小商品指数:工艺品类:价格指数,义乌中国小商品指数:工艺品类:出口价格指数,义乌中国小商品指数:总价格指数,义乌中国小商品指数:护理及美容用品类:价格指数,义乌中国小商品指数:护理及美容用品类:出口价格指数,义乌中国小商品指数:文化办公用品类:价格指数,义乌中国小商品指数:文化办公用品类:出口价格指数,义乌中国小商品指数:日用品类:价格指数,义乌中国小商品指数:日用品类:出口价格指数,义乌中国小商品指数:服装服饰类:价格指数,义乌中国小商品指数:服装服饰类:出口价格指数,义乌中国小商品指数:玩具类:价格指数,义乌中国小商品指数:玩具类:出口价格指数,义乌中国小商品指数:电子电器类:价格指数,义乌中国小商品指数:电子电器类:出口价格指数,义乌中国小商品指数:箱包类:价格指数,义乌中国小商品指数:箱包类:出口价格指数,义乌中国小商品指数:网上价格指数,义乌中国小商品指数:订单价格指数,义乌中国小商品指数:辅料和包装类:价格指数,义乌中国小商品指数:辅料和包装类:出口价格指数,义乌中国小商品指数:针、纺织品类:出口价格指数,义乌中国小商品指数:钟表眼镜类:价格指数,义乌中国小商品指数:钟表眼镜类:出口价格指数,义乌中国小商品指数:鞋类:价格指数,义乌中国小商品指数:鞋类:出口价格指数,义乌中国小商品指数:首饰类:价格指数,义乌中国小商品指数:首饰类:出口价格指数,出厂价:液化气(汽运):荆门石化,加拿大:基准债券收益率:5年,南华工业品指数,南华综合指数,南华能化指数,南华金属指数,印尼:日用商品现价:咖啡:棉兰,印尼:日用商品现价:天然棕榈油:棉兰,印度:国债收益率:3月,原油运输指数(BDTI),唐山:市场价(不含税):废钢(6-8mm),固定资产投资完成额:制造业:累计同比,固定资产投资完成额:基础设施建设:累计同比,固定资产投资完成额:累计同比,地缘政治威胁指数,地缘政治行为指数,地缘政治风险指数,山东:价格:方坯(Q235),山东:库提价:港口内贸燃料油(4#船用),德国:上市联邦证券利率期限结构:1年期,成品油运输指数(BCTI),房地产开发投资完成额:累计同比,收盘价:焦炭,收盘价:美元兑韩元,新加坡:国库券收益率:6个月,日元指数,日本:企业债有效收益率:综合,日本:国债收益率:6月,期货收盘价(活跃合约):焦煤,期货结算价(活跃合约):IPE布油,期货结算价(活跃合约):NYMEX轻质原油,欧元兑美元,欧元区:公债收益率:即期利率收益率曲线:所有债券:6个月,"武汉:价格:热轧板卷(Q235B,3.0mm)","河南:车板价:焦煤(A≤10%,V:25-27%,S≤0.5%,G>75,Mt:8%,平顶山产)",法国:国债收益率:1个月,波罗的海干散货指数(BDI),泰国:债券市场协会指数:总收益:政府债券指数,温州指数:温州地区民间融资综合利率,温州指数:温州地区民间融资综合利率:社会直接融资利率,美元兑日元,美元指数,美国:5年期盈亏平衡通胀率:非季调,花旗中国经济意外指数,花旗十国集团经济意外指数,花旗新兴市场经济意外指数,花旗欧洲经济意外指数,花旗美国经济意外指数,英镑兑美元,菲律宾:国债收益率:6个月,越南:国债收益率:1年,运价:液化气(压力货):华南-海防港,远东干散货指数(FDI):综合指数,远东干散货指数(FDI):运价指数,银行间同业拆借加权利率:7天,银行间质押式回购加权利率:7天,韩国:KOSPI指数,韩国:国债收益率:3年,黎城:价格(干基含税):铁精粉(66%)
2021-09-01,2.3107,-0.5222,2.4548,0.1225,6.4565,,0.7,8.3,10.7,2.0444,0.0386,-0.0002,0.0365,0.0388,0.0449,-0.0186,0.0638,-0.0313,0.0955,6.4596,,,,,27.7,63.8,67.6,74.0,3.1,41.278,66.5075,66.5075,45.615,72.2325,72.2325,65.744,51.88,49.872,72.324,62.436,39.1,75.68,64.0425,69.186,78.1667,71.4,60.018,77.76,58.765,170.4782,369.6528,4.4,29026.0,,16.67,,590.124,,,,0.0337,7.61,101.7975,100.0,98.8525,99.7925,99.6975,102.9925,102.9925,100.405,94.78,103.3225,102.045,97.08,99.59,99.31,101.5675,96.7425,103.5525,100.5,101.3775,96.0275,100.8725,100.0,100.32,100.0,99.9,102.52,113.3925,100.045,50.0,102.8275,102.1925,100.6675,101.37,102.2125,101.67,,0.888,,,,,,,3.3283,613.3,,14.8,1.52,7.3,91.0804,67.1441,79.0887,,,-0.7157,492.5333,8.8,,,0.3243,99.8198,0.3463,-0.114,,74.6597,71.3407,1.1769,-0.6493,,,-0.6597,,321.0508,14.4673,12.1832,10.1518,92.9425,2.4967,-54.47,-33.7467,7.6767,-30.56,-45.99,1.3739,1.4481,0.4801,61.0667,,,2.5327,2.3612,,1.5195,
2021-10-01,2.3493,-0.527,2.4528,0.1278,6.421,,1.5,8.7,13.5,2.0061,0.0411,0.028,0.0508,-0.0007,0.0326,0.0266,0.0551,0.0601,0.04,6.4323,,,,,26.62,45.0,61.0,69.3333,3.5,35.64,61.078,61.078,46.146,71.148,71.148,65.325,59.15,55.2167,70.2125,61.7,42.95,75.32,59.652,72.4833,77.3333,74.665,63.1725,77.4667,52.864,209.6678,426.5054,4.9,16176.0,,20.01,,698.4676,,,,0.0378,7.4588,101.078,100.0,99.444,99.908,100.52,102.808,102.808,102.926,94.78,103.15,104.082,95.752,99.768,98.836,100.89,97.28,103.464,100.5,105.13,94.164,101.632,100.0,100.92,100.0,100.26,101.966,109.466,99.996,50.0,103.422,104.962,101.442,101.37,101.298,101.67,,1.2629,,,,,,,3.4727,722.7419,,14.2,0.72,6.1,94.2358,62.9892,78.0094,,,-0.7061,529.4194,7.2,,,0.3706,97.4194,0.3603,-0.1125,,83.5474,81.1755,1.1599,-0.6662,,,-0.6561,,315.5929,14.3299,11.682,13.1616,93.965,2.7384,-71.0355,-34.9387,-5.1323,-67.2323,-23.0613,1.3686,1.4963,0.6042,68.0,,,2.4471,2.2862,,1.8346,
2021-11-01,2.3311,-0.5337,2.564,0.1592,6.3892,,2.3,8.5,12.9,1.9249,0.0172,0.0665,0.0633,0.0283,0.071,-0.0058,0.138,0.1681,0.1217,6.3949,,,,,21.49,59.75,54.75,68.0,3.8,33.6575,56.635,56.635,39.7325,67.95,67.95,60.6825,64.11,59.9975,69.16,60.8975,39.725,76.3575,61.5325,75.1275,81.5,77.9725,59.8325,72.7,53.5975,208.6723,392.5667,3.9,25983.0,,31.32,,715.459,,,,0.0909,7.296,103.1175,100.0,98.325,99.6125,100.7025,104.295,104.295,102.4425,94.78,103.17,101.1,99.2725,100.0075,100.43,102.8425,97.34,103.965,100.5,104.31,93.985,101.855,100.0,101.525,100.0,99.82,104.445,98.22,99.94,50.0,100.325,108.005,101.4425,101.37,103.635,101.67,,1.4577,,,,,,,3.569,787.0,,13.7,-0.17,5.2,118.9357,44.3516,85.212,,,-0.7993,598.6,6.0,,,0.434,96.9687,0.347,-0.1197,,80.243,77.9877,1.1403,-0.7463,,,-0.8651,,315.0903,14.3897,11.9813,13.994,95.3637,2.9843,-18.3867,-9.6833,-19.59,-39.95,15.9833,1.3444,1.4997,0.5827,63.6667,,,2.4143,2.2828,,1.9462,
2021-12-01,2.3272,-0.5448,2.7584,0.2065,6.3748,,1.5,9.0,10.3,1.8915,0.2288,0.1085,-0.0037,0.0037,0.0414,-0.0623,0.0296,0.02,0.0359,6.3706,,,,,20.58,63.0,55.0,68.0,4.3,40.064,60.006,60.006,32.948,67.058,67.058,63.538,63.164,63.478,71.774,58.552,35.1,81.256,61.544,74.76,82.0,81.114,50.584,75.64,51.006,192.3468,339.5806,1.7,23580.0,,19.7,,659.0752,,,,0.1846,7.1991,102.66,100.0,99.6025,99.6725,99.8775,103.645,103.645,100.8025,94.78,103.36,102.54,99.71,100.2775,99.1175,101.2375,97.34,104.61,100.5,105.7225,93.98,102.115,100.0,100.3075,100.0,98.7725,103.08,101.6875,99.9675,50.0,98.565,110.2125,100.95,101.37,102.2325,101.67,,1.2961,,,,,,,3.579,774.261,,13.5,0.21,4.9,148.5593,47.1409,100.0779,,,-0.7503,762.173,4.4,,,0.5277,97.3784,0.3283,-0.1088,,74.549,71.5945,1.1304,-0.7094,,,-1.044,,315.4352,14.5194,11.9635,13.8902,96.2268,2.7416,19.4,19.5742,-9.4194,14.6516,27.0065,1.3309,1.3919,0.6615,63.0,,,2.3946,2.5205,,1.8014,
2022-01-01,2.1401,-0.5277,2.5726,0.254,6.3625,,0.9,9.8,9.1,1.9284,0.5152,0.0374,0.0281,0.0034,0.0894,-0.0059,0.0568,0.0749,0.0161,6.362,,,,,22.74,46.25,41.5,52.75,3.86,44.68,69.92,69.92,72.78,80.2475,80.2475,66.07,45.83,53.6,78.4575,42.79,30.48,82.6225,57.0825,76.385,82.0,84.6925,50.22,80.2375,47.3475,163.947,397.0968,4.2,61759.0,,20.79,,608.9997,,,,0.1633,7.2021,100.29,100.0,99.19,100.1433,99.3267,102.6667,102.6667,101.46,94.78,102.7,104.14,96.0933,100.27,98.8967,101.2233,97.34,104.1333,100.5,103.1667,93.98,103.0833,100.0,100.49,100.0,100.7667,101.8867,102.38,99.9433,50.0,99.2533,108.6467,100.2833,101.37,100.8167,101.67,,1.5545,,,,,,,3.6529,699.9326,,17.2,4.41,8.55,185.4585,63.5276,130.1121,,,-0.6832,597.085,4.05,,,0.5213,96.3505,0.3813,-0.0931,,85.001,82.6687,1.132,-0.6311,,,-0.6487,,312.6547,14.4543,12.2398,14.8402,95.9478,2.7987,32.0613,22.4452,13.4613,43.4484,-0.1065,1.3551,1.1741,0.6691,57.6774,,,2.4254,2.3214,,2.0613,
2022-02-01,1.9719,-0.4753,2.2896,0.4383,6.3422,,0.9,9.2,8.8,2.04,-0.195,0.0306,0.015,0.0102,-0.0105,0.0229,0.0134,0.0292,0.0222,6.35,,,,,5.09,37.0,27.0,35.0,12.8,55.8867,65.445,65.445,70.19,76.165,76.165,70.5733,24.4325,31.435,77.7833,41.025,25.3333,84.4267,56.6167,79.77,82.0,75.9333,41.7967,78.7333,46.3367,168.9508,420.0,6.7,12170.0,,11.36,,627.4404,,,,0.1873,7.1926,102.6513,100.0,100.1113,100.0204,100.0471,102.7308,102.7308,101.72,94.78,102.7013,105.2338,95.3679,100.425,102.3233,100.7492,97.34,104.0542,100.5,104.3283,93.98,102.1092,100.0,100.7425,100.0,100.1546,101.7108,102.6338,99.9417,50.0,99.5292,110.3308,100.8454,101.37,101.2096,101.67,,1.72,,,,,,,3.7725,777.75,,20.9,8.61,12.2,317.1632,104.8532,213.1959,,,-0.6368,653.1071,3.7,,,0.6343,95.9614,0.4243,-0.0805,,93.8089,91.87,1.1341,-0.6468,,,-0.6463,,311.64,14.2116,11.8524,15.2075,96.0283,2.8768,32.2179,25.9286,33.3321,54.2,9.9643,1.3535,1.1431,0.8523,48.0,,,2.4095,2.2584,,2.2769,
2022-03-01,2.1556,-0.4172,2.2831,0.8435,6.3587,,1.5,9.7,8.3,1.9645,0.0956,-0.0099,0.0906,0.0061,0.0334,0.0092,0.0218,0.0161,0.0254,6.3473,,,,,13.44,64.0,41.5,57.5,5.0,56.6225,70.1925,70.1925,76.38,82.215,82.215,70.7667,57.448,69.652,81.395,66.5075,26.52,87.608,59.615,81.6475,82.0,76.714,57.676,75.26,54.925,171.7994,441.0,-3.53,46565.0,,0.45,,787.8648,,,,0.2136,6.9879,105.0125,100.0,101.0325,99.8975,100.7675,102.795,102.795,101.98,94.78,102.7025,106.3275,94.6425,100.58,105.75,100.275,97.34,103.975,100.5,105.49,93.98,101.135,100.0,100.995,100.0,99.5425,101.535,102.8875,99.94,50.0,99.805,112.015,101.4075,101.37,101.6025,101.67,,1.9794,,,,,,,3.7987,,,15.6,10.48,9.3,387.5732,246.6469,306.9907,,,-0.6274,987.3548,0.7,,,0.8445,94.3027,0.4639,-0.0744,,111.6,108.52,1.1001,-0.6639,,,-0.7431,,308.8672,14.709,12.3406,18.7209,98.5602,3.4226,67.6677,41.371,42.6645,50.4935,52.5452,1.3156,1.4383,1.6017,49.2903,,,2.3683,2.3462,,2.356,
2022-04-01,2.1182,-0.3108,1.8302,1.1024,6.4479,,2.1,10.5,8.0,1.525,0.116,0.0827,-0.0435,0.0109,0.0358,0.0876,0.0152,0.004,0.0269,6.4216,,,,,2.23,64.0,40.0,56.0,-2.9,53.59,73.382,73.382,74.45,82.532,82.532,72.2433,55.06,67.1625,79.432,65.076,24.925,88.1475,60.978,79.636,81.2,65.0025,53.1425,74.075,55.27,171.0927,486.7611,-11.1,9327.0,,0.02,,939.9689,,,,0.1958,6.9522,107.2125,100.0,101.3025,99.91,100.0125,101.295,101.295,101.665,94.78,101.365,102.3975,94.59,100.4575,106.7625,101.2075,97.34,100.8375,100.5,106.505,93.98,100.0875,100.0,100.6325,100.0,99.375,100.52,103.155,99.94,50.0,99.5075,112.135,101.0175,101.37,101.685,101.67,,2.618,,,,,,,3.9427,,,12.2,8.26,6.8,219.6105,182.2734,188.6649,,,-0.3667,,-2.7,,,1.2683,89.2123,0.5021,-0.098,,106.0112,101.8303,1.0808,-0.5713,,,-0.672,,298.4932,14.9182,12.2612,26.3402,100.6467,3.3173,72.54,45.26,37.4178,37.0533,56.8433,1.2937,1.5941,1.9721,49.6,,,2.1029,1.9787,,2.9436,
2022-05-01,2.0481,-0.1441,1.6808,1.4708,6.7211,,2.1,11.1,6.4,1.4199,0.0455,-0.0174,0.0355,0.0055,0.0263,0.0273,0.0733,0.0213,0.0251,6.6954,,,,,15.45,64.0,40.0,56.0,0.7,47.88,77.515,77.515,76.3175,87.5575,87.5575,73.72,51.62,56.825,78.6325,69.1075,24.7,87.4733,63.63,79.7925,80.25,63.4125,59.6875,73.5333,54.095,164.4425,497.0323,-6.7,28415.0,,3.35,,765.7476,,,,0.2776,7.0807,106.845,100.0,100.8267,99.91,99.942,101.41,101.41,101.2633,94.78,101.514,102.095,94.59,100.88,106.79,100.8683,97.34,101.0467,100.5,105.2083,93.98,101.475,100.0,100.715,100.0,104.76,101.338,103.315,99.94,50.0,99.37,112.14,100.4967,101.37,103.0583,101.67,,2.7348,,,,,,,4.7339,,,10.6,8.16,6.2,161.599,137.7914,138.1423,,,-0.1342,,-4.0,,,1.6135,89.4339,0.5086,-0.0999,,111.3701,109.58,1.0582,-0.3922,,,-0.6873,,286.9539,15.0345,11.8944,28.8153,103.0904,3.0268,-7.6839,22.5516,25.4441,23.729,-4.0645,1.2456,1.7513,2.0901,52.0,,,1.9179,1.769,,3.0222,
2022-06-01,2.0201,0.158,1.9659,1.9645,6.6978,,2.5,11.4,6.1,1.4394,-0.0254,0.0559,0.0092,0.0024,-0.0115,-0.0125,-0.0219,0.0211,-0.0302,6.6986,,,,,15.38,58.25,40.0,53.75,3.9,44.19,76.675,76.675,74.7725,86.6,86.6,75.1967,57.2,64.238,80.21,56.57,27.54,89.094,59.89,77.4025,77.0,53.196,56.492,66.3,51.6275,150.5437,406.4167,3.1,51926.0,,-0.33,,825.9325,,,,0.4907,7.0834,107.2675,100.0,101.1225,99.9025,99.95,101.405,101.405,101.435,94.78,101.3275,99.48,95.1025,100.87,106.3875,100.705,97.6275,100.835,100.7975,105.7675,95.055,105.0925,100.0,101.6475,99.965,103.2825,100.965,102.185,100.0775,56.2525,99.765,111.255,100.5375,101.275,102.5825,101.67,,3.2243,,,,,,,5.0417,,,10.4,9.25,6.1,158.2118,111.3707,127.8085,,,0.3177,,-5.4,,,1.991,86.086,0.5467,-0.1066,,116.3473,114.039,1.0563,0.0068,,,-0.6887,,290.1123,15.5167,11.7717,34.1254,103.8874,2.9053,-56.4233,-6.2867,21.53,13.0267,-57.01,1.2315,2.0014,1.9442,49.2,,,1.9674,1.8524,,3.4484,
2022-07-01,1.936,0.4771,1.6806,2.6092,6.7369,,2.7,12.0,4.2,1.2227,-0.0008,0.0305,0.0066,0.0107,0.0035,0.0134,0.0052,-0.0627,0.0049,6.7314,,,,,16.42,59.0,41.8,51.6,3.8,47.816,67.792,67.792,66.058,76.87,76.87,69.8475,57.7925,64.35,75.115,50.002,35.95,79.7375,55.028,76.81,78.08,48.965,54.835,68.625,43.986,143.1916,269.6774,2.7,7785.0,,1.23,,,,,,1.2921,6.8669,106.938,100.0,101.186,100.108,103.412,101.658,101.658,100.376,94.6,101.132,99.644,101.752,100.954,108.83,100.42,104.744,100.778,102.778,105.502,104.09,101.95,100.0,106.328,99.708,99.702,101.224,102.264,100.26,54.846,100.798,101.462,100.616,100.428,102.276,101.67,,2.9997,,,,,,,5.299,,,9.9,9.58,5.7,136.8601,95.6795,113.9033,,,0.1932,,-6.4,,,2.5871,85.91,0.5645,-0.1749,,104.059,99.5884,1.0196,0.1117,,,-0.4434,,294.2572,15.3982,11.7269,36.401,106.7961,2.591,-22.2258,-41.2871,24.7194,-58.1258,-60.4323,1.2015,2.8352,2.1761,51.6774,,,1.8124,1.6603,,3.238,
2022-08-01,1.7714,0.8387,1.5874,2.9568,6.8159,,2.5,12.2,2.3,1.1181,-0.0535,-0.0354,-0.0124,0.0046,-0.0054,-0.0082,-0.01,0.0242,0.0114,6.7942,,,,,5.87,61.875,45.0,55.9375,4.2,33.72,67.09,67.09,63.9375,76.0925,76.0925,63.782,57.8775,62.86,71.225,55.29,37.22,73.635,59.9175,72.2925,73.25,57.665,62.9275,71.345,45.75,143.4519,257.9355,5.4,24712.0,,-0.57,,,,,,1.9622,6.8822,103.9075,100.0,101.38,100.3675,102.64,101.4325,101.4325,99.155,98.15,100.995,99.88,101.06,101.1325,102.6225,100.4625,104.1675,99.855,99.9175,104.6725,99.4825,103.845,100.0,103.1125,99.79,102.0875,99.055,101.64,101.1875,50.185,101.4625,103.865,101.4925,100.575,101.9775,101.67,,3.0387,,,,,,,5.5666,,,10.0,10.37,5.8,156.821,111.8181,131.284,,,0.3994,,-7.4,,,2.8139,86.8245,0.5623,-0.1877,,97.4406,91.4852,1.0115,0.3623,,,-0.2126,,299.684,15.2726,11.9948,35.5234,107.2252,2.6842,8.0742,-19.8871,26.7613,-46.7871,-26.8484,1.1961,3.1794,2.7468,50.0,,,1.6583,1.5582,,3.2471,
2022-09-01,1.8155,1.5884,1.853,3.4399,7.0202,,2.8,12.1,0.9,1.2925,0.0389,0.0584,0.0285,0.0066,0.0167,-0.0263,0.043,0.0039,0.0202,6.953,,,,,4.45,58.5,45.0,52.75,6.3,32.304,71.62,71.62,70.7,84.286,84.286,69.385,56.088,61.186,73.902,60.004,43.65,81.6875,61.428,74.648,74.0,67.536,63.806,71.6,51.476,146.6193,284.85,2.5,35411.0,,-0.45,,,,,,2.547,6.9183,106.2475,100.0,101.1225,100.58,102.1175,101.37,101.37,99.91,109.7725,100.8175,99.7125,109.04,101.0275,101.025,100.2475,99.475,99.9075,104.755,105.32,103.25,103.6675,100.0,103.2025,99.675,110.92,100.31,101.8325,100.8025,50.01,102.32,100.56,101.2675,102.8375,101.26,101.67,,3.362,,,,,,,5.776,,,10.1,11.2,5.9,164.7883,105.3738,128.0514,,,1.1073,,-8.0,,,3.094,84.196,0.617,-0.2224,,90.2773,84.0027,0.9906,0.9935,,,0.2493,,294.4816,15.4945,12.236,43.0339,110.6153,2.46,-14.2767,-2.4633,0.78,-8.4,-2.2133,1.1326,3.5695,3.4546,50.0,,,1.8334,1.6909,,3.8611,
2022-10-01,1.8445,1.9952,2.0842,4.1384,7.204,,2.1,11.8,-1.3,1.4584,-0.0528,-0.0213,0.0303,0.0065,-0.0052,0.0165,0.0195,0.0464,-0.0229,7.1213,,,,,-1.84,60.0,45.0,57.0,5.0,33.7933,65.4625,65.4625,66.93,78.61,78.61,66.15,48.195,56.2875,79.2133,57.05,42.1333,86.52,58.4275,74.44,74.0,64.4,58.86,73.9425,49.185,153.4771,308.4194,-0.5,9134.0,,-1.31,,,,,,2.9758,7.011,103.9,100.618,101.266,101.222,103.374,101.384,101.384,100.474,105.354,100.934,100.034,111.916,100.574,100.78,100.052,100.14,99.984,101.842,106.9,106.76,104.632,100.164,105.096,99.524,101.674,100.296,102.164,101.196,50.0,100.556,99.274,100.884,99.948,100.73,101.67,,3.5342,,,,,,,6.2581,,,9.7,11.39,5.8,179.1537,111.1633,138.9403,,,1.7287,,-8.8,,,3.559,83.311,0.6887,-0.169,,92.9784,86.6587,0.9836,1.5028,,,0.5733,,289.3193,14.7221,11.5174,47.1315,111.9978,2.4681,-0.9484,10.3871,-1.8387,7.8258,13.829,1.1301,4.2215,4.9136,62.5806,,,1.9209,1.8374,,4.2365,
2022-11-01,2.0015,2.3249,1.95,4.6489,7.1722,,1.6,12.4,-1.3,1.4373,0.0576,-0.0072,0.0086,0.0089,0.0047,-0.0015,-0.0319,-0.0098,-0.0133,7.1626,,,,,-10.38,60.0,45.0,57.0,2.2,29.9025,61.1825,61.1825,61.41,74.8075,74.8075,68.05,54.1025,62.0325,73.135,60.1,40.74,89.8975,55.4675,68.5125,68.5,70.3725,57.0975,72.525,47.7675,153.8933,300.1167,-5.9,19837.0,,-11.14,,,,,,3.4946,7.2993,101.6075,99.765,101.84,101.155,102.4375,101.2825,101.2825,100.1875,111.195,100.935,100.0725,111.29,100.945,100.7975,100.1375,99.68,99.995,100.6825,107.705,102.79,104.6825,100.0275,103.035,99.3025,100.5025,100.245,101.67,102.4475,50.0,100.0025,99.27,100.52,102.1025,101.0825,101.67,,3.3743,,,,,,,6.4467,,,9.3,11.65,5.3,139.9826,95.9044,113.9182,,,2.054,,-9.8,,,3.9737,84.8797,0.704,-0.1155,,90.9847,84.0947,1.022,1.9325,,,0.9352,,294.5832,15.1333,11.663,41.9284,107.9914,2.4363,22.78,16.66,1.5367,18.5,13.9167,1.1762,4.8097,4.997,62.0,,,1.9696,1.9124,,3.8868,965.8333
2022-12-01,2.2543,2.5667,2.4783,4.7393,6.9802,,1.8,11.8,-0.7,1.0547,-0.097,0.0728,0.0339,-0.0008,-0.0082,0.0312,0.0108,0.048,-0.0163,6.9844,,,,,-12.59,55.4,42.8,51.2,1.3,38.164,63.426,63.426,65.278,78.958,78.958,65.27,54.37,61.418,75.02,56.024,30.825,90.862,54.674,73.094,72.4,74.182,47.606,71.2,46.822,147.4518,274.7258,-1.8,13063.0,,-7.53,,,,,,3.9743,7.3893,102.5425,99.97,101.2575,100.2725,102.7075,101.18,101.18,100.045,123.4275,100.8475,100.4775,113.5025,101.0125,100.91,100.1125,99.655,99.935,102.39,106.615,105.5725,103.2225,100.365,104.89,99.605,102.1075,100.16,101.4175,100.8625,50.0,101.305,101.3575,100.4575,100.9725,100.165,101.67,,3.1062,,,,,,,6.3856,,,9.1,11.52,5.1,116.068,106.5583,108.7285,,,2.1268,,-10.0,,,4.1863,87.3403,0.7883,-0.119,,81.6748,76.6425,1.0588,2.1268,,,0.9713,,302.4314,14.9206,11.6274,34.9486,104.5287,2.3177,-26.8274,20.129,-12.5355,52.2532,4.5597,1.2169,4.9964,4.9445,57.7419,,,2.0185,2.2925,,3.6282,
2023-01-01,2.1669,2.8593,2.6245,4.8052,6.7892,,2.1,12.6,-0.8,1.3919,0.0196,0.0537,0.0018,0.0078,0.0136,0.0187,0.0252,0.0058,0.0132,6.7976,,,,,-12.02,45.3333,35.0,42.6667,-9.79,47.9533,66.31,66.31,67.5375,82.5325,82.5325,69.3067,32.95,39.3267,74.65,33.5467,26.85,91.2767,49.3825,76.24,78.1167,66.4667,35.0067,77.6333,37.02,138.1395,326.3306,0.85,59956.0,,-21.08,,,929.6002,929.6002,,2.8047,7.3184,101.73,100.0,100.97,99.25,101.43,101.01,101.01,99.7,138.85,100.52,100.81,119.09,101.06,101.08,99.86,99.26,99.9,100.46,106.02,106.72,104.88,100.02,102.38,99.68,100.24,100.05,101.76,101.04,50.0,101.22,99.88,101.03,101.37,99.73,101.67,,3.068,,,,,,,6.4151,,,8.6,11.85,5.3,110.1051,92.5966,100.225,,,2.579,869.8915,-7.85,,,4.1345,88.6847,0.8717,-0.124,,84.0,78.3788,1.0784,2.556,,,1.8794,925.0733,308.2539,14.5593,11.439,30.3226,102.718,2.2377,-17.1726,26.2919,-7.8935,82.0435,-8.7984,1.2242,5.2995,4.6889,53.9032,818.2917,929.6002,2.1572,2.125,,3.4468,
2023-02-01,2.2006,3.1353,2.5723,4.8898,6.8546,,1.0,12.9,-1.4,1.8345,0.0463,-0.0103,0.0033,0.0067,0.009,0.0735,-0.0106,-0.0194,-0.0195,6.8317,,,,,-2.87,42.75,31.75,41.75,18.77,49.9,67.4475,67.4475,65.87,83.01,83.01,75.8425,56.45,61.7175,75.855,46.155,28.375,91.385,55.785,76.845,79.415,59.2325,42.63,72.775,41.7125,136.8446,380.4286,3.5,31610.0,,4.24,,,888.3943,888.3943,,2.7144,7.3179,102.725,100.0,101.28,100.53,101.605,101.13,101.13,99.775,106.85,100.755,100.365,114.725,101.015,101.325,99.955,99.51,99.9,100.86,105.94,105.755,102.62,100.005,102.165,99.205,104.485,100.49,101.515,103.26,50.0,101.66,99.485,100.715,100.815,101.005,101.67,,3.3443,,,,,,,6.7207,,,8.1,12.18,5.5,144.2778,101.6871,118.7811,,,2.8643,875.3214,-5.7,,,3.9111,87.4796,0.8489,-0.133,,83.3986,76.7682,1.0697,2.8354,,,2.3021,661.5,309.9742,15.1143,11.6129,33.2595,103.7411,2.4493,66.5393,43.0214,4.1071,82.8464,25.9179,1.2071,5.3659,4.0208,61.2857,782.0921,888.3943,2.3446,2.3588,,3.4712,
